タイトル,タイトルURL,画像URL,totalevaluation_item,gray,概要_URL,概要,概要1,概要2,概要_URL3,概要4,概要5,概要_URL6,概要7,概要8,会社
株式会社プレアデス,https://www.openwork.jp/company.php?m_id=a0C1000000RYYVF,https://image.vorkers.com/resize/70x-/logo/company/12044-5fb19fd9bf213c7a9a4d39d923d2823d.png,2.95,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000RYYVF,社員クチコミ,307, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000RYYVF&q_no=2,年収・給与,49,https://www.openwork.jp/a0C1000000RYYVF/job/,求人情報,8,242 人
株式会社ツナググループHC（旧：株式会社ツナググループ・イノベーションズ）,https://www.openwork.jp/company.php?m_id=a0C1000000dMBKC,https://image.vorkers.com/resize/70x-/logo/company/17255-000880e239afe3438f85c003b3c639c7.png,2.91,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000dMBKC,社員クチコミ,301, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000dMBKC&q_no=2,年収・給与,41,https://www.openwork.jp/a0C1000000dMBKC/job/,求人情報,0,123 人
株式会社キャリア,https://www.openwork.jp/company.php?m_id=a0C1000000dLLzU,https://image.vorkers.com/resize/70x-/logo/company/17202-e0c9c633dab9f8b7fb31301024f9a3f2.png,2.96,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000dLLzU,社員クチコミ,300, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000dLLzU&q_no=2,年収・給与,47,https://www.openwork.jp/a0C1000000dLLzU/job/,求人情報,0,146 人
ランサーズ株式会社,https://www.openwork.jp/company.php?m_id=a0C1000000juUlC,https://image.vorkers.com/resize/70x-/logo/company/18757-0ddfc7046a2097ae4ed22c99b6a59f9c.png,3.72,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000juUlC,社員クチコミ,295, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000juUlC&q_no=2,年収・給与,39,https://www.openwork.jp/a0C1000000juUlC/job/,求人情報,3,383 人
株式会社揚羽,https://www.openwork.jp/company.php?m_id=a0C1000000qqykj,https://image.vorkers.com/resize/70x-/logo/company/47660-7968f8167fd217b38c0606a2e3f3b77f.png,3.96,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000qqykj,社員クチコミ,294, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000qqykj&q_no=2,年収・給与,39,https://www.openwork.jp/a0C1000000qqykj/job/,求人情報,4,340 人
日本コンベンションサービス株式会社,https://www.openwork.jp/company.php?m_id=a0910000006HBaF,https://image.vorkers.com/resize/70x-/logo/company/9431-71f009535835c4da8c92b8a3f36ee476.png,2.88,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0910000006HBaF,社員クチコミ,293, 件,https://www.openwork.jp/company_answer.php?m_id=a0910000006HBaF&q_no=2,年収・給与,41,https://www.openwork.jp/a0910000006HBaF/job/,求人情報,2,195 人
Suprieve Holdings株式会社,https://www.openwork.jp/company.php?m_id=a0C1000000yRaYI,https://image.vorkers.com/resize/70x-/logo/company/70021-321fbe1cae3b07b640d5fcc4702caa11.png,2.82,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000yRaYI,社員クチコミ,292, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000yRaYI&q_no=2,年収・給与,45,https://www.openwork.jp/a0C1000000yRaYI/job/,求人情報,0,247 人
G.A.コンサルタンツ株式会社（旧：ジー・エー・コンサルタンツ株式会社）,https://www.openwork.jp/company.php?m_id=a0C100000128t3Z,https://image.vorkers.com/resize/70x-/logo/company/90109-0433b57a4bc5e733264b05925730a91c.png,3.26,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C100000128t3Z,社員クチコミ,288, 件,https://www.openwork.jp/company_answer.php?m_id=a0C100000128t3Z&q_no=2,年収・給与,40,https://www.openwork.jp/a0C100000128t3Z/job/,求人情報,0,93 人
株式会社CBホールディングス,https://www.openwork.jp/company.php?m_id=a0C30000007o30z,https://image.vorkers.com/resize/70x-/logo/company/22336-852be6786de7d989ac9331c84e20a9e3.png,2.90,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C30000007o30z,社員クチコミ,287, 件,https://www.openwork.jp/company_answer.php?m_id=a0C30000007o30z&q_no=2,年収・給与,41,https://www.openwork.jp/a0C30000007o30z/job/,求人情報,0,94 人
株式会社トラストネットワーク,https://www.openwork.jp/company.php?m_id=a0C1000000IdRSs,https://image.vorkers.com/resize/70x-/logo/company/10182-54d868008bc38361b1ab34446d9b05df.png,3.28,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000IdRSs,社員クチコミ,285, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000IdRSs&q_no=2,年収・給与,46,https://www.openwork.jp/a0C1000000IdRSs/job/,求人情報,0,77 人
トラコム株式会社,https://www.openwork.jp/company.php?m_id=a0C1000000SHUxM,https://image.vorkers.com/resize/70x-/logo/company/12580-b22e982e6e84ba1cb73ddb8e63eb1a95.png,3.79,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000SHUxM,社員クチコミ,283, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000SHUxM&q_no=2,年収・給与,43,https://www.openwork.jp/a0C1000000SHUxM/job/,求人情報,6,159 人
株式会社ヒップ,https://www.openwork.jp/company.php?m_id=a0910000000Fqi8,https://image.vorkers.com/resize/70x-/logo/company/300-a712cea0775c36736d2cae89560c734f.png,2.91,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0910000000Fqi8,社員クチコミ,283, 件,https://www.openwork.jp/company_answer.php?m_id=a0910000000Fqi8&q_no=2,年収・給与,46,https://www.openwork.jp/a0910000000Fqi8/job/,求人情報,59,91 人
SGフィルダー株式会社,https://www.openwork.jp/company.php?m_id=a0C1000000s2aib,https://image.vorkers.com/resize/70x-/logo/company/50827-e89a38fcf6d38c9032ce4a2b3c0bc893.png,2.77,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000s2aib,社員クチコミ,278, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000s2aib&q_no=2,年収・給与,41,https://www.openwork.jp/a0C1000000s2aib/job/,求人情報,0,126 人
株式会社トライアンフ（人材サービス）,https://www.openwork.jp/company.php?m_id=a0910000002WyQ4,https://image.vorkers.com/resize/70x-/logo/company/8433-6299adc397d98eb8b183cf54db7c987c.png,3.74,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0910000002WyQ4,社員クチコミ,277, 件,https://www.openwork.jp/company_answer.php?m_id=a0910000002WyQ4&q_no=2,年収・給与,41,https://www.openwork.jp/a0910000002WyQ4/job/,求人情報,1,188 人
パーソルダイバース株式会社（旧：パーソルチャレンジ株式会社）,https://www.openwork.jp/company.php?m_id=a0C1000000pOwmg,https://image.vorkers.com/resize/70x-/logo/company/26312-cbd5960d193f315065fba7a84e06fe9a.png,3.10,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000pOwmg,社員クチコミ,277, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000pOwmg&q_no=2,年収・給与,36,https://www.openwork.jp/a0C1000000pOwmg/job/,求人情報,1,271 人
株式会社太陽企画（人材）,https://www.openwork.jp/company.php?m_id=a0C1000000Hj5xJ,https://image.vorkers.com/resize/70x-/logo/company/10053-46dca80d719d8215992e27d7755424c2.png,3.99,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000Hj5xJ,社員クチコミ,274, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000Hj5xJ&q_no=2,年収・給与,36,https://www.openwork.jp/a0C1000000Hj5xJ/job/,求人情報,2,158 人
株式会社エイジス,https://www.openwork.jp/company.php?m_id=a0910000000Fr4Z,https://image.vorkers.com/resize/70x-/logo/company/1373-b5373fca41a68221b165ef328c6a8a14.png,3.08,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0910000000Fr4Z,社員クチコミ,274, 件,https://www.openwork.jp/company_answer.php?m_id=a0910000000Fr4Z&q_no=2,年収・給与,33,https://www.openwork.jp/a0910000000Fr4Z/job/,求人情報,0,127 人
株式会社モード・プランニング・ジャパン,https://www.openwork.jp/company.php?m_id=a0C1000000ODesj,https://image.vorkers.com/resize/70x-/logo/company/10836-e40472255f8ea6e45a65ce9480a0abb8.png,2.77,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000ODesj,社員クチコミ,274, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000ODesj&q_no=2,年収・給与,46,https://www.openwork.jp/a0C1000000ODesj/job/,求人情報,1,131 人
ディーピーティー株式会社,https://www.openwork.jp/company.php?m_id=a0C1000000at2o0,https://image.vorkers.com/resize/70x-/logo/company/16510-50bac5e38853348eba5b3fde424dd323.png,2.75,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000at2o0,社員クチコミ,271, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000at2o0&q_no=2,年収・給与,42,https://www.openwork.jp/a0C1000000at2o0/job/,求人情報,2,224 人
株式会社トランジットジェネラルオフィス,https://www.openwork.jp/company.php?m_id=a0C1000000Yp5OI,https://image.vorkers.com/resize/70x-/logo/company/15932-251cb136f03da6739fc8cac3691c444a.png,3.02,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000Yp5OI,社員クチコミ,270, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000Yp5OI&q_no=2,年収・給与,44,https://www.openwork.jp/a0C1000000Yp5OI/job/,求人情報,0,160 人
株式会社ビーネックステクノロジーズ,https://www.openwork.jp/company.php?m_id=a0C1000001W4c1P,https://image.vorkers.com/resize/70x-/logo/company/157565-78764417b468ef2662a03a5e464cdc70.png,2.75,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000001W4c1P,社員クチコミ,263, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000001W4c1P&q_no=2,年収・給与,53,https://www.openwork.jp/a0C1000001W4c1P/job/,求人情報,0,299 人
株式会社IMAGICA GEEQ（旧：株式会社イマジカデジタルスケープ）,https://www.openwork.jp/company.php?m_id=a0910000000Fqke,https://image.vorkers.com/resize/70x-/logo/company/454-90151d4d49e56ea01f439954c1f1843f.png,3.15,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0910000000Fqke,社員クチコミ,259, 件,https://www.openwork.jp/company_answer.php?m_id=a0910000000Fqke&q_no=2,年収・給与,33,https://www.openwork.jp/a0910000000Fqke/job/,求人情報,0,128 人
株式会社アビスト,https://www.openwork.jp/company.php?m_id=a0C30000009YebL,https://image.vorkers.com/resize/70x-/logo/company/22584-f59f29f5c539141b990fee454db9e39a.png,2.85,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C30000009YebL,社員クチコミ,258, 件,https://www.openwork.jp/company_answer.php?m_id=a0C30000009YebL&q_no=2,年収・給与,50,https://www.openwork.jp/a0C30000009YebL/job/,求人情報,5,90 人
株式会社アドバ,https://www.openwork.jp/company.php?m_id=a0C1000000aAAMx,https://image.vorkers.com/resize/70x-/logo/company/16345-4a81410415609ec60197710a6e53b63d.png,3.09,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000aAAMx,社員クチコミ,257, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000aAAMx&q_no=2,年収・給与,40,https://www.openwork.jp/a0C1000000aAAMx/job/,求人情報,0,146 人
WDBココ株式会社,https://www.openwork.jp/company.php?m_id=a0C1000000rZMlO,https://image.vorkers.com/resize/70x-/logo/company/48693-d6c6275bb6c374d4b7e526750565a713.png,2.65,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000rZMlO,社員クチコミ,257, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000rZMlO&q_no=2,年収・給与,43,https://www.openwork.jp/a0C1000000rZMlO/job/,求人情報,0,206 人
株式会社メディカル・プリンシプル社,https://www.openwork.jp/company.php?m_id=a0C30000002i4nF,https://image.vorkers.com/resize/70x-/logo/company/20265-5450c9e1b7387a5739f72914c21c89a8.png,3.34,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C30000002i4nF,社員クチコミ,254, 件,https://www.openwork.jp/company_answer.php?m_id=a0C30000002i4nF&q_no=2,年収・給与,37,https://www.openwork.jp/a0C30000002i4nF/job/,求人情報,1,188 人
株式会社グッド・クルー,https://www.openwork.jp/company.php?m_id=a0C1000000sgOMj,https://image.vorkers.com/resize/70x-/logo/company/51924-2727e32d51c8aa3f25bf6cbc68d29dcc.png,3.15,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000sgOMj,社員クチコミ,251, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000sgOMj&q_no=2,年収・給与,56,https://www.openwork.jp/a0C1000000sgOMj/job/,求人情報,0,134 人
株式会社メドレー,https://www.openwork.jp/company.php?m_id=a0C1000000xAOrq,https://image.vorkers.com/resize/70x-/logo/company/68647-5143bcbb2cabf6ae735663b39a9b2fcf.png,3.65,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000xAOrq,社員クチコミ,250, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000xAOrq&q_no=2,年収・給与,39,https://www.openwork.jp/a0C1000000xAOrq/job/,求人情報,36,1328 人
株式会社東京海上日動キャリアサービス,https://www.openwork.jp/company.php?m_id=a0C30000003LYAH,https://image.vorkers.com/resize/70x-/logo/company/20812-db343442bcff135b5980ec405e5072c3.png,2.92,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C30000003LYAH,社員クチコミ,250, 件,https://www.openwork.jp/company_answer.php?m_id=a0C30000003LYAH&q_no=2,年収・給与,33,https://www.openwork.jp/a0C30000003LYAH/job/,求人情報,0,195 人
株式会社MS-Japan,https://www.openwork.jp/company.php?m_id=a0C30000002hPNx,https://image.vorkers.com/resize/70x-/logo/company/20179-d508921d634734eb0d8591826706ae91.png,3.93,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C30000002hPNx,社員クチコミ,249, 件,https://www.openwork.jp/company_answer.php?m_id=a0C30000002hPNx&q_no=2,年収・給与,31,https://www.openwork.jp/a0C30000002hPNx/job/,求人情報,5,390 人
株式会社ディ・ポップス,https://www.openwork.jp/company.php?m_id=a0C1000000YnMFS,https://image.vorkers.com/resize/70x-/logo/company/15802-0547c2cb24232bb6a361b6628d0f9435.png,3.33,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000YnMFS,社員クチコミ,247, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000YnMFS&q_no=2,年収・給与,40,https://www.openwork.jp/a0C1000000YnMFS/job/,求人情報,0,116 人
株式会社KG情報,https://www.openwork.jp/company.php?m_id=a0910000000FqkL,https://image.vorkers.com/resize/70x-/logo/company/435-b1cec95858fdd8748bf643a822d29915.png,2.82,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0910000000FqkL,社員クチコミ,245, 件,https://www.openwork.jp/company_answer.php?m_id=a0910000000FqkL&q_no=2,年収・給与,37,https://www.openwork.jp/a0910000000FqkL/job/,求人情報,0,86 人
株式会社エージェント（人材・東京都）,https://www.openwork.jp/company.php?m_id=a0C1000000vQKu8,https://image.vorkers.com/resize/70x-/logo/company/67176-0182abfb54a2b88ca9b4696f24aa02be.png,3.70,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000vQKu8,社員クチコミ,238, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000vQKu8&q_no=2,年収・給与,37,https://www.openwork.jp/a0C1000000vQKu8/job/,求人情報,1,284 人
株式会社シグナル（人材）,https://www.openwork.jp/company.php?m_id=a0C30000007r3Kv,https://image.vorkers.com/resize/70x-/logo/company/22419-c775ea6b00713c19fec0057de1d7e6d0.png,3.09,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C30000007r3Kv,社員クチコミ,234, 件,https://www.openwork.jp/company_answer.php?m_id=a0C30000007r3Kv&q_no=2,年収・給与,28,https://www.openwork.jp/a0C30000007r3Kv/job/,求人情報,0,78 人
株式会社FMG,https://www.openwork.jp/company.php?m_id=a0C1000000tgRz6,https://image.vorkers.com/resize/70x-/logo/company/63892-1453ef23887dbb76bd3862e6f7096343.png,2.66,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000tgRz6,社員クチコミ,232, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000tgRz6&q_no=2,年収・給与,44,https://www.openwork.jp/a0C1000000tgRz6/job/,求人情報,0,137 人
株式会社ワークス・ジャパン,https://www.openwork.jp/company.php?m_id=a0C1000000mYkG7,https://image.vorkers.com/resize/70x-/logo/company/19830-94c0389756eb01a8591396c39259a00e.png,2.47,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000mYkG7,社員クチコミ,232, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000mYkG7&q_no=2,年収・給与,27,https://www.openwork.jp/a0C1000000mYkG7/job/,求人情報,5,91 人
ティー.ティー コーポレーション株式会社,https://www.openwork.jp/company.php?m_id=a0C1000000o1D0l,https://image.vorkers.com/resize/70x-/logo/company/24149-545055d2e7f026f4d0be6535cd4926e3.png,2.88,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000o1D0l,社員クチコミ,230, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000o1D0l&q_no=2,年収・給与,36,https://www.openwork.jp/a0C1000000o1D0l/job/,求人情報,0,103 人
